id,GPT_label,GPT_confidence,GPT_reasoning
ljb0yyb,0,Low,"The post mentions cannabis in a casual context but does not discuss any health concerns related to pain, anxiety, or sleep."
ljbi12m,0,Low,"The post mentions contemplating a relationship with weed but does not discuss its effects on pain, anxiety, or sleep, nor does it mention usage, symptoms, or effects related to these conditions."
ljbwk6y,1,Medium,"The post discusses quitting cannabis and mentions sleep patterns, which relate to sleep concerns, but it does not explicitly mention cannabis's effects on sleep or other targeted health conditions."
ljct81c,0,Low,"The post is vague and does not mention cannabis or any of the three target health concerns (pain, anxiety, sleep)."
ljdkmij,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep."
ljerkjj,0,Low,"The post discusses exercise and night sweats but does not mention cannabis, its effects, or any relation to pain, anxiety, or sleep."
ljgdnt8,0,Low,"The post discusses lung damage and respiratory symptoms related to dabbing and vaping but does not explicitly mention cannabis's effects on pain, anxiety, or sleep."
ljgjs2k,1,High,"The post discusses cannabis withdrawal symptoms, including anxiety, sleep disturbances (dreams), and physical symptoms, directly relating to the target conditions."
ljm8lew,1,High,"The post discusses managing anxiety symptoms related to cannabis use, which aligns with the relevance criteria for anxiety."
ljmu8te,0,Low,"The post mentions different cannabis derivatives and effects but does not explicitly discuss pain, anxiety, or sleep concerns."
ljnim6v,0,Medium,"The post discusses cannabis's effects on energy and anxiety but does not explicitly mention its impact on pain, sleep, or anxiety symptoms, nor does it describe cannabis helping or worsening these specific health concerns."
ljp9tma,1,High,"The post discusses cannabis in relation to social anxiety, mentioning how it affects paranoia and insecurity, and how the user uses it to push through social tasks, fitting the relevance criteria for anxiety."
ljpqcs8,1,High,"The post clearly discusses cannabis use in relation to anxiety, including its effects, withdrawal symptoms, and the impact on mental health, fitting the relevance criteria."
ljq0qrc,0,Low,"The post discusses NAC and its effects, side effects, and personal experiences, but it does not mention cannabis or its relation to pain, anxiety, or sleep."
ljs8l0v,0,Medium,"The post discusses cannabis use and a break from dabbing but does not mention any effects, symptoms, or concerns related to pain, anxiety, or sleep."
ljstdrx,1,Medium,"The post discusses sleep in relation to cannabis use, mentioning that being tired and oversleeping while stoned affects sleep quality, which aligns with sleep-related concerns."
ljv6s3v,0,Medium,"The post discusses cannabis's effects on muscle recovery and soreness, which are unrelated to pain, anxiety, or sleep concerns."
ljw0d1g,0,Low,"The post discusses muscle tension and soreness related to anxiety but does not explicitly mention cannabis use, effects, or withdrawal symptoms related to pain, anxiety, or sleep."
ljwcn6q,0,Low,"The post discusses managing thoughts and dreams while high but does not explicitly mention cannabis's effects on pain, anxiety, or sleep."
ljwifqy,0,Low,"The post discusses CBD products and sleep aids but does not explicitly mention cannabis use for sleep or any relation to sleep issues, thus it does not meet the relevance criteria."
ljy6md1,0,Low,"The post mentions insomnia as a negative effect but does not specify that it is related to cannabis use or discuss cannabis in relation to sleep, pain, or anxiety."
ljyqxnd,0,"The post discusses general confidence and tiredness without explicitly mentioning cannabis or its relation to pain, anxiety, or sleep.",
ljyswch,0,Low,"The post mentions feeling dead and lacking energy after cannabis use but does not explicitly discuss pain, anxiety, or sleep concerns related to cannabis."
ljz37px,0,Low,"The post vaguely references sleep and cannabis use but does not clearly discuss its effects on sleep, pain, or anxiety, making it insufficiently relevant based on the provided criteria."
lk0jq6w,1,High,"The post clearly discusses cannabis withdrawal-related anxiety symptoms and the individual's experience with increased anxiety after quitting, fitting the relevance criteria."
lk0knet,1,High,"The post clearly discusses cannabis use in relation to anxiety and nausea, both of which are relevant health concerns, and mentions that stopping weed improved these symptoms."
lk1qjkq,1,High,"The post explicitly mentions using cannabis for anxiety, pain, and insomnia, which are among the targeted health concerns, and discusses dosage and effects."
lk4xz35,1,High,"The post mentions anxiety, panic attacks, and other symptoms related to cannabis use, indicating a discussion of cannabis in relation to mental health concerns."
lk56ycx,0,Medium,"The post discusses sleep hygiene and supplement strategies without explicitly mentioning cannabis or its effects on sleep, pain, or anxiety."
lk57rj7,1,Medium,"The post discusses insomnia related to long-term cannabis use and mentions using sleep aids during withdrawal, which relates to sleep and potentially withdrawal symptoms, fitting the relevance criteria."
lk5a2qx,0,Low,The post mentions dreams about exes but does not specify any relation to cannabis use or its effects on sleep or emotional symptoms.
lk5i1ax,0,Low,"The post discusses sleep habits and energy levels without mentioning cannabis or its relation to sleep, pain, or anxiety."
lk5y0e5,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep; it only discusses sleep habits without referencing cannabis use."
lk63ik4,0,Low,"The post discusses dreams and subconscious control but does not explicitly mention cannabis, pain, anxiety, or sleep concerns related to cannabis use."
lk6aq34,1,High,"The post explicitly mentions using cannabis to help with anxiety and sleep, and discusses its effects on mental health, fitting the relevance criteria."
lk6vcbe,0,Low,"The post discusses THC clearance time and personal experiences with quitting cannabis but does not explicitly mention or relate to pain, anxiety, or sleep concerns."
lk7c84u,0,Medium,"The post discusses a negative psychological reaction to cannabis and its impact on the individual's mental health, but it does not explicitly mention cannabis use in relation to pain, anxiety, or sleep concerns."
lk7r12o,1,Medium,"The post discusses sleep symptoms (dreams) in relation to cannabis use, which aligns with the sleep concern in the relevance criteria."
lk850ne,1,High,"The post discusses cannabis use in relation to stress, emotional regulation, and the feeling of being high, which are relevant to anxiety and sleep concerns, fitting the relevance criteria."
lk8u2u7,0,Low,"The post discusses sleep and anxiety management strategies without explicitly mentioning cannabis or its effects related to sleep, pain, or anxiety."
lka4g72,1,High,"The post discusses cannabis withdrawal and its effects on mood, motivation, and self-care, which are directly related to anxiety and sleep concerns."
lkad06x,0,Low,"The post is encouraging and mentions sleep but does not explicitly discuss cannabis or its effects related to sleep, pain, or anxiety."
lkah1dy,1,High,"The post discusses withdrawal symptoms (vivid dreams) related to cannabis cessation, which aligns with the sleep and withdrawal aspects specified in the relevance criteria."
lketdmk,0,Medium,"The post discusses brain self-regulation and emotional coping during withdrawal but does not explicitly mention cannabis, pain, anxiety, or sleep concerns related to cannabis use."
lkqf4yt,1,Medium,"The post discusses cannabis in relation to pain management and mentions dependency, which aligns with the relevance criteria, but it does not explicitly describe effects or symptoms related to anxiety or sleep."
lktqc7s,1,High,"The post discusses CBD in relation to pain management and mentions withdrawal symptoms, aligning with the relevance criteria for pain."
lkwwi6o,0,Low,"The post discusses cannabinoid chemistry and vaporization temperatures without explicitly mentioning or relating to pain, anxiety, or sleep concerns."
ll0g8bt,0,Low,"The post is vague and does not mention cannabis or any of the three targeted health concerns (pain, anxiety, sleep)."
ll22kna,1,High,"The post discusses anxiety in relation to cannabis use and compares effects of edibles versus smoking, directly addressing the target conditions."
ll9pai5,1,Medium,"The post clearly discusses sleep issues related to cannabis use, indicating a relevant concern about sleep."
lldt7ws,0,Low,"The post discusses THCA and testing procedures without mentioning any specific health concern related to pain, anxiety, or sleep."
llep2u5,1,Medium,"The post mentions withdrawal and shortness of breath, which could be related to cannabis withdrawal affecting health symptoms, fitting the relevance criteria."
llk1br4,0,Medium,"The post discusses headaches and unpleasant symptoms related to cannabis use but does not specify if these are linked to pain, anxiety, or sleep concerns, nor does it mention therapeutic effects or worsening of these conditions."
llklwcj,0,Low,"The post discusses a method of moderating cannabis use timing without mentioning any health concerns related to pain, anxiety, or sleep."
llld8yb,0,Medium,"The post discusses responsible use and dosage considerations but does not explicitly mention or relate cannabis use to pain, anxiety, or sleep concerns."
llojcx8,0,Low,"The post discusses CBD's general effects and usage tips without explicitly mentioning pain, anxiety, or sleep concerns related to therapeutic cannabis use."
lm3qesx,1,Medium,"The post discusses cannabis use (smoking flower) in relation to symptoms of fatigue and tiredness, which could be linked to sleep or overall health concerns, fitting the relevance criteria."
lm7lu57,1,High,"The post discusses the process of quitting cannabis, withdrawal symptoms, and managing addiction, which are directly related to cannabis use and its impact on health concerns like anxiety and withdrawal symptoms."
lmon659,0,Low,"The post does not clearly mention cannabis or discuss its effects on pain, anxiety, or sleep, nor does it specify any health concerns related to cannabis use."
ln0xhmn,1,Medium,"The post discusses cannabis (edibles) used for pain relief related to stomach surgery, which aligns with the target conditions of pain and possibly discomfort, making it relevant."
ln8yrvw,1,High,"The post clearly discusses cannabis use for chronic joint pain relief, mentioning THC tinctures, microdosing, and CBD, which directly relate to the target health concerns of pain, making it relevant."
lneeh46,0,Medium,"The post mentions withdrawal symptoms like insomnia and headache but does not explicitly discuss cannabis in relation to pain, anxiety, or sleep, which are the specific conditions of interest."
lnhh9ud,0,Low,"The post discusses caffeine as a potential benefit but does not mention cannabis or its relation to pain, anxiety, or sleep."
lnlze0i,1,High,"The post discusses sleep symptoms (dreams) and mentions CBD, a cannabis derivative, in relation to sleep, fitting the relevance criteria."
lntqkmt,0,Low,"The post primarily discusses coffee and caffeine withdrawal, with only a brief mention of cannabis in the context of managing seizures, which does not clearly relate to pain, anxiety, or sleep concerns."
loe5wb6,0,Low,"The post discusses general lifestyle and mental health strategies related to ADHD and substance use but does not specifically mention cannabis, its effects on pain, anxiety, or sleep."
lohhtbx,1,Medium,"The post discusses cannabis use in relation to sleep and the difficulty falling asleep, which aligns with the relevance criteria."
loj2kf6,1,High,"The post discusses cannabis withdrawal symptoms, sleep improvements, and mood changes related to quitting cannabis, which aligns with the relevance criteria for sleep and anxiety concerns."
loj96ej,1,High,"The post explicitly mentions cannabis helping with anxiety and experiencing headaches as a side effect, which directly relates to the target conditions and symptoms."
lovn0s9,0,Low,"The post discusses detoxing from cannabis but does not mention any health concerns related to pain, anxiety, or sleep."
lowyh1x,1,High,"The post clearly discusses cannabis use and its relation to sleep disturbances, specifically nightmares and weird dreams, which are relevant sleep symptoms."
lpcezhy,0,Low,"The post discusses CBD and CBN for sleep improvement and mentions avoiding THC, but it does not explicitly connect cannabis or its derivatives to the conditions of pain, anxiety, or sleep symptoms, nor does it describe effects on these conditions."
lpge42a,0,Low,"The post discusses general well-being and positive feelings without mentioning cannabis, pain, anxiety, or sleep related to health concerns."
lpoux3r,0,Low,"The post discusses the use of CBG and CBD for digestive issues and gut health, with no mention of pain, anxiety, or sleep concerns related to cannabis use."
lptq3ho,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep."
lpuxnwd,0,Medium,"The post discusses recreational psychedelic use and enjoyment of the come-down, with no mention of cannabis or related health concerns such as pain, anxiety, or sleep."
lpvk91d,1,High,"The post explicitly mentions CBD use for pain and inflammation, which are related to the target conditions of pain and sleep, making it relevant according to the criteria."
lpvs3iv,0,Low,"The post discusses emotional regulation and stress management with a mention of weed for calming, but it does not explicitly relate to cannabis use affecting pain, anxiety, or sleep symptoms."
lpvtn5h,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep."
lpy7vzs,1,High,"The post discusses specific cannabis derivatives (CBN and CBD) used for sleep and physical exhaustion, which relates to sleep and possibly anxiety, fitting the relevance criteria."
lq0877y,0,Low,The post discusses accidental ingestion of dog treats as a child with no mention of cannabis or related health concerns.
lq3ixaj,0,Low,"The post is a supportive message addressing OP's situation with no mention of cannabis, pain, anxiety, or sleep concerns related to cannabis use."
lq8bn63,0,Low,"The post describes a personal celebration involving cannabis use but does not mention any health concerns related to pain, anxiety, or sleep."
lqe2gf4,0,Low,"The post discusses personal academic progress and anxiety but does not mention cannabis, pain, anxiety, or sleep related to cannabis use."
lqk7xoe,1,High,"The post discusses cannabis derivatives (CBD, CBN, THC) in relation to anxiety, sleep, and their effects, aligning with the relevance criteria."
lqrzapi,1,Medium,"The post mentions CBD helping with autism-related discomfort, which may relate to anxiety or discomfort, but it does not explicitly discuss cannabis in relation to pain, anxiety, or sleep, making it somewhat relevant but not directly focused on the target conditions."
lqtqqv6,0,Low,The post discusses anxiety management techniques and sleep strategies without explicitly mentioning cannabis or its effects related to the target conditions.
lr0t4oo,0,Low,"The post mentions buying weed but does not discuss its use or effects related to pain, anxiety, or sleep, nor does it mention any impact on these conditions."
lr528a1,1,Medium,"The post discusses new pain symptoms and mentions using edibles, expressing frustration with pain, which relates to the target conditions of pain and possibly anxiety, fitting the relevance criteria."
lr8hsh6,1,Medium,"The post mentions CBD flower helping with day-to-day soreness, which relates to pain, one of the target conditions, indicating relevance."
lregie1,0,Low,"The post discusses animal behavior and therapy for a dog and birds, with no mention of cannabis or related effects on pain, anxiety, or sleep."
lrjzxwm,1,Medium,"The post mentions cannabis (edible) use in relation to sleep, which is one of the target conditions, and indicates it helps with sleep quality."
lro6rhx,1,High,"The post discusses specific cannabis products (CBD, CBG, THC edible, CBD gel) and their effects on pain, which directly relates to the target conditions of pain, fitting the relevance criteria."
lrsdq1b,0,Low,"The post discusses general well-being and leisure activities without explicitly mentioning cannabis, pain, anxiety, or sleep concerns related to cannabis use."
lrvuznf,0,Low,"The post mentions smoking cannabis but does not specify any discussion related to pain, anxiety, or sleep concerns."
lrwhvmp,0,Low,"The post mentions migraine as a health concern but does not discuss cannabis use in relation to pain, anxiety, or sleep, nor does it mention effects or symptoms associated with cannabis and these conditions."
ls305i0,0,Low,"The post discusses nightmares related to horror movies but does not mention cannabis or its relation to sleep, pain, or anxiety."
ls70c4c,1,High,"The post discusses broad spectrum CBD and minor cannabinoids in relation to anxiety relief, relaxation, and sleep, which are relevant to the target health concerns."
lscpf2s,0,Low,"The post discusses general detox methods without mentioning cannabis, health concerns, or related symptoms."
lscy1om,0,Low,"The post discusses emotional pain related to losing a pet and does not mention cannabis, pain, anxiety, or sleep concerns."
lsitok4,0,Low,"The post discusses general biological concepts like epigenetics and rewiring the brain without specifically mentioning cannabis or its effects on pain, anxiety, or sleep."
lsj692b,0,Low,"The post mentions ""bad dreams"" but does not discuss cannabis, sleep, or any related symptoms or effects, making it vague and off-topic according to the relevance criteria."
lskmpst,1,High,"The post clearly discusses the use of medical cannabis in relation to multiple health issues, including pain, anxiety, and depression, and describes its effects on these conditions."
lsmeu1w,0,Low,"The post discusses experiences with gummies and their effects but does not explicitly mention cannabis or relate it to pain, anxiety, or sleep concerns."
lsuqhhg,0,Medium,"The post mentions smoking cannabis but does not discuss its effects, usage related to pain, anxiety, or sleep, nor does it mention any impact on these conditions."
lt91t6y,1,High,"The post discusses the effects of high THC strains on anxiety and paranoia, which are related to the target conditions of anxiety and sleep, and mentions seeking balanced cannabis for symptom management."
ltezxqa,1,High,"The post clearly discusses cannabis use (vape and flower) in relation to anxiety and sleep, which are the targeted health concerns."
ltgwpf6,1,High,"The post discusses cannabis use in relation to anxiety, including personal experiences of anxiety triggered by cannabis and methods to mitigate it, which aligns with the relevance criteria."
lto5zqn,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep, making it off-topic according to the relevance criteria."
ltocbc0,0,Medium,"The post discusses abstaining from cannabis and social use but does not mention any specific health concerns related to pain, anxiety, or sleep."
lu2gu0h,0,Low,"The post discusses general emotional regulation and philosophical reflection without mentioning cannabis, pain, anxiety, or sleep."
lu2zoo8,0,Low,"The post describes a subjective experience of feeling high from cannabis but does not explicitly mention any health concern related to pain, anxiety, or sleep."
lu5l9k3,1,High,"The post discusses CBD, a cannabis derivative, in relation to severe anxiety and panic disorder, which are relevant health concerns, and mentions CBD's positive impact on these conditions."
luc4zzz,1,High,"The post discusses sleep problems related to cannabis withdrawal, which aligns with the sleep concern in the relevance criteria."
lud2bw3,1,High,"The post clearly discusses cannabis derivatives (CBD, CBN) in relation to sleep and anxiety, including effects on symptoms and withdrawal management."
lufbcn2,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep, nor does it discuss any effects or symptoms associated with cannabis use."
lukm4i4,0,Low,"The post discusses book interests and personal feelings without any mention of cannabis or related health concerns such as pain, anxiety, or sleep."
luknyh1,0,Low,"The post discusses brain fog and inflammation in relation to chronic illness but does not mention cannabis or its effects on pain, anxiety, or sleep."
lum2oy1,0,Low,"The post discusses drug use honesty and medical perceptions but does not specifically address cannabis in relation to pain, anxiety, or sleep concerns."
lux6j2t,1,High,"The post explicitly discusses cannabis (marijuana edibles and delta-8) in relation to inflammation and digestion issues associated with IBD, which are health concerns related to pain and gastrointestinal symptoms, aligning with the relevance criteria."
lv4a2xn,0,Low,"The post discusses symptoms related to illness and general advice about cannabis use without explicitly mentioning or relating cannabis to pain, anxiety, or sleep concerns."
lv6g7b5,1,High,"The post discusses cannabis (specifically THC and CBN) in relation to sleep, mentioning effects on sleep quality, which aligns with the relevance criteria."
lv7n85m,0,Medium,"The post discusses CBD supplements and general health advice without explicitly mentioning or relating to pain, anxiety, or sleep concerns associated with cannabis use."
lvcuoum,1,High,"The post discusses cannabis use in relation to sleep and withdrawal symptoms, providing advice on managing dependence and sleep issues, which aligns with the relevance criteria."
lve184c,1,High,"The post discusses increased anxiety after cannabis use and the intention to take a break to assess its effects on anxiety, directly relating to the target health concern."
lvfu4pb,0,Medium,The post mentions depression and anxiety but does not specify cannabis use in relation to these conditions or discuss its effects on symptoms.
lvjxwlg,1,High,"The post clearly discusses cannabis use in relation to sleep and mentions its positive effects on sleep quality, which aligns with the relevance criteria."
lvjyvme,0,Low,"The post is a humorous anecdote about cats and Halloween costumes with no mention of cannabis or any related health concerns such as pain, anxiety, or sleep."
lvk21wc,1,High,"The post explicitly discusses cannabis use in relation to anxiety and sleep, mentioning that cannabis has helped with anxiety and sleep issues."
lvk6h10,0,Medium,The post discusses sleep issues and mentions that weed helps quiet the brain but does not explicitly link cannabis use to the sleep problems or discuss its effects on sleep in relation to health concerns.
lvk6v99,0,Medium,"The post discusses sleep and tiredness related to cannabis use, but it does not clearly mention cannabis's effects on sleep or related symptoms, nor does it specify if cannabis helps or worsens sleep issues."
lvkqq1i,0,Low,"The post mentions sharing a video of a tortoise eating and does not discuss cannabis or any of the three target health concerns (pain, anxiety, sleep)."
lvovftk,0,Low,"The post discusses political and social issues without any mention of cannabis or its relation to pain, anxiety, or sleep."
lvxib87,0,Low,"The post discusses cannabis cultivation methods without mentioning any health concerns related to pain, anxiety, or sleep."
lw0l0sa,0,Low,"The post is a URL linking to a product page and does not contain any discussion of cannabis use related to pain, anxiety, or sleep."
lwcpapf,1,High,"The post discusses cannabis withdrawal symptoms, including anxiety and sleep issues, in the context of recent cessation after heavy use, which aligns with the relevance criteria related to sleep and anxiety."
lweu57i,0,Low,"The post discusses cannabis cultivation and environmental conditions without mentioning any health concerns related to pain, anxiety, or sleep."
lwew17r,1,High,"The post explicitly mentions using CBG and CBD to treat pain related to PsA, which aligns with the relevance criteria for discussing cannabis derivatives in relation to pain."
lwgk226,1,High,"The post discusses cannabis use for chronic issues and mentions medicating, which relates to health concerns of pain, anxiety, or sleep, fitting the relevance criteria."
lwgznyu,1,Medium,"The post discusses frequent cannabis use related to anxiety and possibly sleep, as well as smoking behavior, which aligns with the relevance criteria."
lwj6wah,1,High,"The post clearly discusses cannabis use in relation to pain management, including dosage, effects, and the impact on symptoms, fitting the relevance criteria."
lwqw3tq,0,Low,"The post discusses ADHD management and general well-being without explicitly mentioning cannabis or its effects on pain, anxiety, or sleep."
lwt5jo3,0,Low,"The post mentions a panic attack and exhaustion but does not specify cannabis use or its relation to the symptoms, nor does it discuss pain, anxiety, or sleep concerns directly related to cannabis."
lx0vm70,1,High,"The post discusses cannabis withdrawal symptoms and mentions using cannabis to cope with stress and anxiety, directly relating to sleep and anxiety concerns."
lx0wh1d,1,Medium,"The post discusses cannabis use in relation to relief from stress and the individual's decision to avoid routine use, which relates to managing symptoms of anxiety or stress, fitting the relevance criteria."
lx6wjvf,1,High,"The post explicitly discusses cannabis (including CBD and indica) in relation to sleep and anxiety, mentioning its effects and usage, which aligns with the relevance criteria."
lxakuac,0,Low,"The post does not mention cannabis or any health concerns related to pain, anxiety, or sleep."
lxe2xk1,1,Medium,"The post discusses feeling high in relation to cannabis and describes symptoms (being on edge, inability to relax) that are relevant to anxiety, which is one of the targeted health concerns."
lxfwgxu,0,Low,"The post discusses an issue with an air conditioner and does not mention cannabis or any of the three target health concerns (pain, anxiety, sleep)."
lxhtd88,0,Low,"The post discusses nightmares and emotional distress related to a hobby, but does not clearly mention cannabis, its effects, or any relation to pain, anxiety, or sleep concerns."
rsz0uw,1,High,"The post clearly discusses cannabis use in relation to panic attacks, chest pain, and anxiety symptoms, which are directly related to the target health concerns of anxiety and panic reactions."
tybt5z,1,High,"The post discusses racing heart and chest pains associated with cannabis use, relating to symptoms of anxiety and cardiovascular effects, which aligns with the relevance criteria for sleep, anxiety, or pain concerns."
u12n90,1,High,"The post discusses severe panic attacks and anxiety related to cannabis use, which directly relates to the target conditions of anxiety and the effects of cannabis withdrawal or use on anxiety symptoms."
vm8ggh,1,High,"The post discusses cannabis use, specifically the effects on the heart and anxiety after a break, which relates directly to health concerns involving anxiety and cannabis withdrawal symptoms."
w34tdb,1,High,"The post discusses cannabis use and its effects related to symptoms of anxiety and a physical response (fast heart rate) that could be linked to cannabis-induced anxiety or panic attack, fitting the relevance criteria."
wldqke,1,High,"The post discusses cannabis use in relation to anxiety and paranoia, which are relevant to the target conditions, and mentions the experience of feeling anxious and on edge after stopping cannabis, indicating a concern about cannabis-induced or withdrawal-related anxiety."
wwo2li,1,High,"The post discusses differences in cannabis effects related to calming and disorientation, which are relevant to sleep and anxiety concerns."
xndubt,1,High,"The post clearly discusses cannabis (THC) in relation to a chronic pain and inflammation condition, specifically noting increased perception of symptoms when high."
y2m3wf,0,Low,"The post discusses choosing a cannabis strain for hypersomnia but does not mention any related health concerns such as pain, anxiety, or sleep issues directly impacted by cannabis use."
12ejaoa,0,Low,The post discusses cannabis use in a religious context and personal feelings but does not explicitly mention or discuss its effects; dosage; or impact on pain; anxiety; or sleep.
1d6stto,0,Low,The post discusses legal concerns and hiding cannabis use without mentioning any health conditions or therapeutic effects related to pain; anxiety; or sleep.
1dr19nf,0,Low,The post discusses smoking after wisdom teeth removal but does not mention cannabis or any related effects on pain; anxiety; or sleep.
1esx05e,0,Low,The post discusses cannabis use as a crutch and mental health concerns but does not explicitly mention or relate cannabis to pain; anxiety; or sleep symptoms or effects.
1ezv10j,0,High,The post discusses unresolved anger and emotional struggles but does not mention cannabis use; effects; or symptoms related to pain; anxiety; or sleep.
1f09h79,0,Low,The post discusses cannabis use in the context of personal mental health and relationship dynamics but does not explicitly mention cannabis's effects on pain; anxiety; or sleep; nor does it clearly relate cannabis to these specific health concerns.
1f13j4u,0,Low,The post discusses fatigue but does not mention cannabis or its effects related to sleep; pain; or anxiety.
1f1e1av,0,Low,The post discusses a sore throat after smoking weed but does not mention any impact of cannabis on pain; anxiety; or sleep; nor does it relate to therapeutic use for these conditions.
1f1nox9,0,Low,The post discusses initial cannabis use and dosage concerns without mentioning any of the three target health conditions (pain; anxiety; sleep) or their symptoms.
1fc71ac,0,Low,The post mentions CBD and general exhaustion but does not specify or discuss its effects on pain; anxiety; or sleep related to the stomach virus; which are the targeted health concerns.
1fkm417,0,Low,The post discusses general effects of quitting cannabis and personal reflections on mood and motivation without explicitly mentioning cannabis's impact on pain; anxiety; or sleep.
1fw8iye,0,Low,The post discusses stress and mental health but does not mention cannabis or its effects related to pain; anxiety; or sleep.
1g4fpkn,0,Low,The post discusses emotional distress; dissociation; and self-harm but does not explicitly mention cannabis or its relation to pain; anxiety; or sleep.
1g4zgdq,1,Medium,The post discusses cannabis dosing and effects related to edibles; which can impact sleep; pain; or anxiety; but it does not specify which condition or clearly mention therapeutic effects on these concerns.
1g6kvi9,0,Low,The post primarily discusses weekend plans; moving; and household activities with no clear mention of cannabis use or its effects related to pain; anxiety; or sleep.
1g6oj17,0,Low,The post primarily discusses emotional grief and caregiving for a dying pet without mentioning cannabis; its effects; or any relation to pain; anxiety; or sleep concerns.
1g94c7m,0,Low,The post discusses MS symptoms and general tips but does not mention cannabis; its effects; or any relation to pain; anxiety; or sleep concerns.
1girpmk,0,Low,The post discusses outdoor cannabis cultivation and weather concerns without mentioning any health conditions or therapeutic use related to pain; anxiety; or sleep.
1glvzs2,0,Low,The post primarily discusses emotional responses to political events and societal issues without explicitly mentioning cannabis or its effects related to pain; anxiety; or sleep.
1gmoqxa,0,Low,The post discusses cannabis cultivation and harvesting decisions without mentioning any health concerns related to pain; anxiety; or sleep.
1gq0j81,0,Low,The post discusses plant care and nutrient issues without mentioning cannabis's effects on pain; anxiety; or sleep.
gqypjd6,0,Low,The post mentions using different strains at specific times of day but does not explicitly discuss their effects on pain; anxiety; or sleep; nor does it mention therapeutic benefits related to these conditions.
gurcrn0,0,Low,The post discusses vaccine side effects and cannabis use in relation to general discomfort; but it does not clearly mention or focus on pain; anxiety; or sleep as related health concerns.
gwh54j4,0,Low,The post is vague and does not explicitly mention cannabis or its effects related to pain; anxiety; or sleep.
gzu9k6h,0,High,The post does not mention cannabis or any of the three health concerns (pain; anxiety; sleep) in relation to its effects or use.
h067fsv,0,Low,The post discusses feelings of identity and mental states related to edibles and smoking but does not explicitly mention or relate these experiences to pain; anxiety; or sleep concerns.
h8flfwz,0,Low,The post discusses exercise and brain regulation without mentioning cannabis or its effects on pain; anxiety; or sleep.
ha6sw0v,0,Low,The post does not mention cannabis in relation to pain; anxiety; or sleep; nor does it discuss its effects on these conditions.
hbd5i4t,0,Medium,The post discusses various substances for sleep and general mental states but does not explicitly mention cannabis or its effects related to sleep; pain; or anxiety.
hhpwi18,0,Low,The post discusses therapy and general advice on drug inhalation and calming techniques without explicitly mentioning cannabis or its effects on pain; anxiety; or sleep.
hwe2yij,0,Medium,The post discusses cannabis quality and processing practices without mentioning pain; anxiety; or sleep; which are the specified health concerns.
hwx71aq,0,Low,The post does not mention cannabis or any health concerns related to pain; anxiety; or sleep.
i48g5s3,0,Medium,The post discusses routines and activities involving cannabis use (vaping when high) but does not explicitly mention any impact on pain; anxiety; or sleep symptoms; nor does it clearly relate cannabis to these health concerns.
i71mq7w,0,Medium,The post discusses the user's mental health conditions and a change in empathy after using weed; but it does not clearly mention cannabis's effects on pain; anxiety; or sleep; which are the specified health concerns.
iafubzr,0,Low,The post discusses GI issues and dietary choices without mentioning cannabis or any relation to pain; anxiety; or sleep concerns.
idrtt0g,0,Low,The post discusses specific cannabis strains and cultivation history without mentioning any health concerns related to pain; anxiety; or sleep.
ie4sgrm,0,Medium,The post discusses anxiety and a possible link to cannabis use and COVID-19; but it does not explicitly mention cannabis's effects on anxiety or how cannabis may help or worsen anxiety symptoms; thus it is not clearly relevant based on the provided criteria.
iibe6xp,0,Low,The post does not mention cannabis or any related effects in relation to pain; anxiety; or sleep; nor does it discuss therapeutic use.
ilf2ys4,0,Low,The post discusses physical therapy techniques and pain relief related to patella femoral syndrome but does not mention cannabis; its effects; or any relation to pain; anxiety; or sleep concerns.
imitafl,0,Low,The post primarily discusses eating habits; appetite; and general health concerns without explicitly mentioning cannabis or its effects related to pain; anxiety; or sleep.
imt2bcc,0,High,The post discusses mental health and coping strategies without explicitly mentioning cannabis or its effects on pain; anxiety; or sleep.
itpt32x,0,High,The post discusses a breathing technique for panic attacks and does not mention cannabis or its effects on pain; anxiety; or sleep.
j0glpgo,0,Low,The post discusses the smell and doneness of cannabis but does not mention any health concerns; symptoms; or therapeutic effects related to pain; anxiety; or sleep.
j8igds9,0,Low,The post mentions medication use and drug testing but does not specify or discuss cannabis; pain; anxiety; or sleep concerns related to therapeutic cannabis use.
j9tb71n,0,Low,The post mentions a specific cannabis strain and its effects but does not clearly discuss its relation to pain; anxiety; or sleep concerns.
ja8n5d8,0,Low,The post discusses psychedelics like psilocybin and LSD in relation to migraines and mental health; but it does not specifically mention cannabis or its effects on pain; anxiety; or sleep.
jc1yoeu,0,Medium,The post discusses sleep issues and recovery but does not mention cannabis or its effects related to sleep; pain; or anxiety.
jeovfkw,0,Low,The post discusses gastrointestinal symptoms and dietary advice without any mention of cannabis or related health concerns (pain; anxiety; or sleep).
jeqcg2m,0,Low,The post mentions increased anxiety but does not discuss cannabis use; effects; or its relation to the anxiety or other health concerns.
